flag_id,transaction_id,flag_type,flag_reason,flagged_at
FLAG000196,TXN0001194,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.656361
FLAG000197,TXN0001196,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.656428
FLAG000198,TXN0001200,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.656554
FLAG000199,TXN0001205,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.656709
FLAG000200,TXN0001239,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.657759
FLAG000201,TXN0001244,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.657918
FLAG000202,TXN0001252,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.658170
FLAG000203,TXN0001258,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.658358
FLAG000204,TXN0001259,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.658394
FLAG000205,TXN0001260,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.658430
FLAG000206,TXN0001270,cross_border,Transaction country GE differs from home country TR,2026-01-09 15:41:24.658738
FLAG000207,TXN0001271,cross_border,Transaction country GE differs from home country TR,2026-01-09 15:41:24.658774
FLAG000208,TXN0001274,cross_border,Transaction country GB differs from home country TR,2026-01-09 15:41:24.658871
FLAG000209,TXN0001276,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.658938
FLAG000210,TXN0001277,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.658973
FLAG000211,TXN0001279,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.659039
FLAG000212,TXN0001299,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.659656
FLAG000213,TXN0001309,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.659959
FLAG000214,TXN0001312,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.660054
FLAG000215,TXN0001318,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.660245
FLAG000216,TXN0001323,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.660404
FLAG000217,TXN0001324,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.660439
FLAG000218,TXN0001328,cross_border,Transaction country TR differs from home country DE,2026-01-09 15:41:24.660566
FLAG000219,TXN0001334,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.660753
FLAG000220,TXN0001337,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.660849
FLAG000221,TXN0001341,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.660976
FLAG000222,TXN0001343,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.661043
FLAG000223,TXN0001344,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.661079
FLAG000224,TXN0001345,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.661113
FLAG000225,TXN0001347,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.661178
FLAG000226,TXN0001352,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.661344
FLAG000227,TXN0001356,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.661471
FLAG000228,TXN0001359,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.661568
FLAG000229,TXN0001365,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.661753
FLAG000230,TXN0001368,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.661880
FLAG000231,TXN0001373,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.664875
FLAG000232,TXN0001403,cross_border,Transaction country US differs from home country GE,2026-01-09 15:41:24.669260
FLAG000233,TXN0001416,cross_border,Transaction country GE differs from home country TR,2026-01-09 15:41:24.671808
FLAG000234,TXN0001417,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.671868
FLAG000235,TXN0001429,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.673559
FLAG000236,TXN0001431,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.673701
FLAG000237,TXN0001432,cross_border,Transaction country DE differs from home country TR,2026-01-09 15:41:24.673774
FLAG000238,TXN0001434,cross_border,Transaction country AZ differs from home country TR,2026-01-09 15:41:24.675228
FLAG000239,TXN0001443,cross_border,Transaction country US differs from home country GB,2026-01-09 15:41:24.676715
FLAG000240,TXN0001446,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.676869
FLAG000241,TXN0001447,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.676918
FLAG000242,TXN0001452,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.677150
FLAG000243,TXN0001468,cross_border,Transaction country GB differs from home country US,2026-01-09 15:41:24.680608
FLAG000244,TXN0001474,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.680915
FLAG000245,TXN0001506,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.683773
FLAG000246,TXN0001529,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.686908
FLAG000247,TXN0001538,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.688158
FLAG000248,TXN0001552,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.688965
FLAG000249,TXN0001555,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.689135
FLAG000250,TXN0001557,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.689264
FLAG000251,TXN0001560,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.689405
FLAG000252,TXN0001572,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.691189
FLAG000253,TXN0001586,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.694016
FLAG000254,TXN0001606,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.694832
FLAG000255,TXN0001633,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.695814
FLAG000256,TXN0001635,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.695915
FLAG000257,TXN0001644,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.696633
FLAG000258,TXN0001646,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.696767
FLAG000259,TXN0001666,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.698170
FLAG000260,TXN0001680,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.699116
FLAG000261,TXN0001682,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.699239
FLAG000262,TXN0001686,cross_border,Transaction country US differs from home country TR,2026-01-09 15:41:24.700928
FLAG000263,TXN0001687,cross_border,Transaction country DE differs from home country TR,2026-01-09 15:41:24.701034
FLAG000264,TXN0001696,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.703149
FLAG000265,TXN0001711,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.704741
FLAG000266,TXN0001714,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.704974
FLAG000267,TXN0001722,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.705416
FLAG000268,TXN0001723,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.705470
FLAG000269,TXN0001726,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.705650
FLAG000270,TXN0001731,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.705893
FLAG000271,TXN0001741,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.707653
FLAG000272,TXN0001746,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.707950
FLAG000273,TXN0001748,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.708034
FLAG000274,TXN0001768,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.708806
FLAG000275,TXN0001771,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.708925
FLAG000276,TXN0001781,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.709281
FLAG000277,TXN0001791,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.709845
FLAG000278,TXN0001796,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.710072
FLAG000279,TXN0001801,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.710271
FLAG000280,TXN0001805,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.710483
FLAG000281,TXN0001809,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.710650
FLAG000282,TXN0001813,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.710798
FLAG000283,TXN0001814,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.710866
FLAG000284,TXN0001815,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.710908
FLAG000285,TXN0001839,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.711818
FLAG000286,TXN0001840,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.711884
FLAG000287,TXN0001842,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.711956
FLAG000288,TXN0001844,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.712057
FLAG000289,TXN0001852,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.712357
FLAG000290,TXN0001858,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.712585
FLAG000291,TXN0001862,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.712730
FLAG000292,TXN0001869,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.713031
FLAG000293,TXN0001871,cross_border,Transaction country US differs from home country TR,2026-01-09 15:41:24.713104
FLAG000294,TXN0001881,cross_border,Transaction country DE differs from home country TR,2026-01-09 15:41:24.713499
FLAG000295,TXN0001902,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.714314
FLAG000296,TXN0001909,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.714599
FLAG000297,TXN0001913,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.714768
FLAG000298,TXN0001918,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.714970
FLAG000299,TXN0001932,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.715535
FLAG000300,TXN0001940,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.715868
FLAG000301,TXN0001946,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.716099
FLAG000302,TXN0001947,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.716137
FLAG000303,TXN0001962,cross_border,Transaction country DE differs from home country GE,2026-01-09 15:41:24.716702
FLAG000304,TXN0001968,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.716955
FLAG000305,TXN0001970,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.717029
FLAG000306,TXN0001994,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.717942
FLAG000307,TXN0001998,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.718113
FLAG000308,TXN0002012,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.718652
FLAG000309,TXN0002014,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.718722
FLAG000310,TXN0002016,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.718884
FLAG000311,TXN0002019,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.719023
FLAG000312,TXN0002027,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.719376
FLAG000313,TXN0002036,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.719744
FLAG000314,TXN0002037,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.719807
FLAG000315,TXN0002044,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.720084
FLAG000316,TXN0002048,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.720224
FLAG000317,TXN0002049,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.720263
FLAG000318,TXN0002057,cross_border,Transaction country GB differs from home country DE,2026-01-09 15:41:24.720584
FLAG000319,TXN0002058,cross_border,Transaction country TR differs from home country DE,2026-01-09 15:41:24.720626
FLAG000320,TXN0002062,cross_border,Transaction country TR differs from home country GE,2026-01-09 15:41:24.720774
FLAG000321,TXN0002067,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.720990
FLAG000322,TXN0002071,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.721163
FLAG000323,TXN0002075,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.721347
FLAG000324,TXN0002078,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.721463
FLAG000325,TXN0002085,cross_border,Transaction country GB differs from home country US,2026-01-09 15:41:24.721715
FLAG000326,TXN0002092,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.722015
FLAG000327,TXN0002097,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.722221
FLAG000328,TXN0002111,cross_border,Transaction country AZ differs from home country TR,2026-01-09 15:41:24.722752
FLAG000329,TXN0002115,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.722922
FLAG000330,TXN0002124,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.723229
FLAG000331,TXN0002131,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.723539
FLAG000332,TXN0002133,cross_border,Transaction country DE differs from home country TR,2026-01-09 15:41:24.723642
FLAG000333,TXN0002135,cross_border,Transaction country GE differs from home country TR,2026-01-09 15:41:24.723717
FLAG000334,TXN0002138,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.723855
FLAG000335,TXN0002140,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.723929
FLAG000336,TXN0002141,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.723969
FLAG000337,TXN0002142,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.724035
FLAG000338,TXN0002144,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.724109
FLAG000339,TXN0002150,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.724350
FLAG000340,TXN0002153,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.724460
FLAG000341,TXN0002155,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.724535
FLAG000342,TXN0002161,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.724779
FLAG000343,TXN0002177,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.725747
FLAG000344,TXN0002179,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.725878
FLAG000345,TXN0002186,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.726253
FLAG000346,TXN0002191,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.726534
FLAG000347,TXN0002198,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.726932
FLAG000348,TXN0002212,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.727508
FLAG000349,TXN0002221,cross_border,Transaction country US differs from home country TR,2026-01-09 15:41:24.727862
FLAG000350,TXN0002224,cross_border,Transaction country AZ differs from home country US,2026-01-09 15:41:24.728001
FLAG000351,TXN0002233,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.728301
FLAG000352,TXN0002236,cross_border,Transaction country US differs from home country TR,2026-01-09 15:41:24.728404
FLAG000353,TXN0002240,cross_border,Transaction country DE differs from home country TR,2026-01-09 15:41:24.728569
FLAG000354,TXN0002254,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.729128
FLAG000355,TXN0002257,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.729245
FLAG000356,TXN0002258,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.729285
FLAG000357,TXN0002261,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.729407
FLAG000358,TXN0002263,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.729476
FLAG000359,TXN0002270,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.729723
FLAG000360,TXN0002275,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.729893
FLAG000361,TXN0002278,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.730032
FLAG000362,TXN0002292,cross_border,Transaction country GE differs from home country TR,2026-01-09 15:41:24.730595
FLAG000363,TXN0002311,cross_border,Transaction country GB differs from home country US,2026-01-09 15:41:24.731270
FLAG000364,TXN0002312,cross_border,Transaction country DE differs from home country US,2026-01-09 15:41:24.731307
FLAG000365,TXN0002325,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.731843
FLAG000366,TXN0002326,cross_border,Transaction country GE differs from home country GB,2026-01-09 15:41:24.731879
FLAG000367,TXN0002336,cross_border,Transaction country GB differs from home country DE,2026-01-09 15:41:24.732225
FLAG000368,TXN0002337,cross_border,Transaction country US differs from home country DE,2026-01-09 15:41:24.732263
FLAG000369,TXN0002344,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.732489
FLAG000370,TXN0002346,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.732557
FLAG000371,TXN0002352,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.732751
FLAG000372,TXN0002353,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.732787
FLAG000373,TXN0002355,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.732855
FLAG000374,TXN0002357,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.732923
FLAG000375,TXN0002360,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.733020
FLAG000376,TXN0002364,cross_border,Transaction country AZ differs from home country GE,2026-01-09 15:41:24.733154
FLAG000377,TXN0002366,cross_border,Transaction country AZ differs from home country TR,2026-01-09 15:41:24.733230
FLAG000378,TXN0002367,cross_border,Transaction country AZ differs from home country TR,2026-01-09 15:41:24.733269
FLAG000379,TXN0002369,cross_border,Transaction country US differs from home country TR,2026-01-09 15:41:24.733365
FLAG000380,TXN0002370,cross_border,Transaction country GE differs from home country TR,2026-01-09 15:41:24.733403
FLAG000381,TXN0002378,cross_border,Transaction country AZ differs from home country TR,2026-01-09 15:41:24.733712
FLAG000382,TXN0002385,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.733944
FLAG000383,TXN0002410,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.734825
FLAG000384,TXN0002424,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.735307
FLAG000385,TXN0002426,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.735399
FLAG000386,TXN0002430,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.735532
FLAG000387,TXN0002431,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.735569
FLAG000388,TXN0002443,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.735970
FLAG000389,TXN0002444,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.736035
FLAG000390,TXN0002450,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.736258
FLAG000391,TXN0002451,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.736295
FLAG000392,TXN0002466,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.736792
FLAG000393,TXN0002484,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.737439
FLAG000394,TXN0002502,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.738032
FLAG000395,TXN0002506,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.738168
FLAG000396,TXN0002512,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.738410
FLAG000397,TXN0002526,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.738992
FLAG000398,TXN0002532,cross_border,Transaction country GB differs from home country TR,2026-01-09 15:41:24.739187
FLAG000399,TXN0002542,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.739558
FLAG000400,TXN0002546,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.739694
FLAG000401,TXN0002550,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.739855
FLAG000402,TXN0002562,cross_border,Transaction country GB differs from home country GE,2026-01-09 15:41:24.740303
FLAG000403,TXN0002564,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.740373
FLAG000404,TXN0002567,cross_border,Transaction country GE differs from home country TR,2026-01-09 15:41:24.740489
FLAG000405,TXN0002570,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.740587
FLAG000406,TXN0002579,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.740874
FLAG000407,TXN0002599,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.742072
FLAG000408,TXN0002616,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.742679
FLAG000409,TXN0002618,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.742752
FLAG000410,TXN0002621,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.742880
FLAG000411,TXN0002631,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.743294
FLAG000412,TXN0002632,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.743333
FLAG000413,TXN0002646,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.743859
FLAG000414,TXN0002652,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.744053
FLAG000415,TXN0002659,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.744306
FLAG000416,TXN0002668,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.744657
FLAG000417,TXN0002669,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.744695
FLAG000418,TXN0002676,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.744962
FLAG000419,TXN0002697,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.745713
FLAG000420,TXN0002703,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.745937
FLAG000421,TXN0002715,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.746361
FLAG000422,TXN0002736,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.747077
FLAG000423,TXN0002737,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.747115
FLAG000424,TXN0002738,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.747152
FLAG000425,TXN0002747,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.747504
FLAG000426,TXN0002753,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.747708
FLAG000427,TXN0002768,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.748224
FLAG000428,TXN0002771,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.748327
FLAG000429,TXN0002784,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.748808
FLAG000430,TXN0002808,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.749617
FLAG000431,TXN0002818,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.749957
FLAG000432,TXN0002819,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.749994
FLAG000433,TXN0002822,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.750092
FLAG000434,TXN0002829,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.750342
FLAG000435,TXN0002830,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.750409
FLAG000436,TXN0002836,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.750604
FLAG000437,TXN0002837,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.750642
FLAG000438,TXN0002841,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.750791
FLAG000439,TXN0002854,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.751302
FLAG000440,TXN0002859,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.751498
FLAG000441,TXN0002862,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.751601
FLAG000442,TXN0002865,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.751703
FLAG000443,TXN0002870,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.751871
FLAG000444,TXN0002881,cross_border,Transaction country AZ differs from home country DE,2026-01-09 15:41:24.752259
FLAG000445,TXN0002883,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.752329
FLAG000446,TXN0002895,cross_border,Transaction country US differs from home country GE,2026-01-09 15:41:24.752788
FLAG000447,TXN0002898,cross_border,Transaction country US differs from home country TR,2026-01-09 15:41:24.752891
FLAG000448,TXN0002899,cross_border,Transaction country GE differs from home country TR,2026-01-09 15:41:24.752927
FLAG000449,TXN0002905,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.753155
FLAG000450,TXN0002911,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.753348
FLAG000451,TXN0002914,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.753503
FLAG000452,TXN0002920,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.753698
FLAG000453,TXN0002931,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.754106
FLAG000454,TXN0002942,cross_border,Transaction country US differs from home country DE,2026-01-09 15:41:24.754513
FLAG000455,TXN0002951,cross_border,Transaction country TR differs from home country DE,2026-01-09 15:41:24.754836
FLAG000456,TXN0002954,cross_border,Transaction country GB differs from home country DE,2026-01-09 15:41:24.754945
FLAG000457,TXN0002956,cross_border,Transaction country US differs from home country DE,2026-01-09 15:41:24.755052
FLAG000458,TXN0002968,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.755487
FLAG000459,TXN0002970,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.755591
FLAG000460,TXN0002971,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.755631
FLAG000461,TXN0002980,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.755957
FLAG000462,TXN0002986,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.756151
FLAG000463,TXN0002990,cross_border,Transaction country DE differs from home country AZ,2026-01-09 15:41:24.756308
FLAG000464,TXN0002993,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.756406
FLAG000465,TXN0002997,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.756561
FLAG000466,TXN0002998,cross_border,Transaction country US differs from home country AZ,2026-01-09 15:41:24.756599
FLAG000467,TXN0003007,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.756958
FLAG000468,TXN0003019,cross_border,Transaction country GE differs from home country AZ,2026-01-09 15:41:24.757585
FLAG000469,TXN0003021,cross_border,Transaction country GB differs from home country AZ,2026-01-09 15:41:24.757662
FLAG000470,TXN0003033,cross_border,Transaction country TR differs from home country AZ,2026-01-09 15:41:24.758088
FLAG000471,TXN0003040,cross_border,Transaction country DE differs from home country TR,2026-01-09 15:41:24.758333
