account_id,customer_id,account_type,currency,balance,opened_date
ACC01238,CUST0714,checking,AZN,79128.31,2007-09-25
ACC01239,CUST0714,checking,AZN,4350.5,2020-08-06
ACC01240,CUST0715,savings,USD,79887.76,2017-07-13
ACC01241,CUST0715,checking,EUR,3162.55,2002-07-14
ACC01242,CUST0716,checking,AZN,42101.04,2014-03-27
ACC01243,CUST0716,savings,AZN,34032.74,2024-10-16
ACC01244,CUST0716,savings,EUR,84829.92,2022-03-26
ACC01245,CUST0717,savings,AZN,85693.61,2020-06-27
ACC01246,CUST0718,checking,AZN,72437.49,2023-02-08
ACC01247,CUST0719,checking,AZN,17795.69,2025-08-22
ACC01248,CUST0719,checking,AZN,49979.26,2006-07-10
ACC01249,CUST0720,checking,AZN,36170.51,2018-08-03
ACC01250,CUST0720,checking,EUR,53853.23,2016-09-04
ACC01251,CUST0721,checking,AZN,63580.23,1993-01-02
ACC01252,CUST0722,savings,AZN,28500.63,2000-12-23
ACC01253,CUST0722,savings,AZN,8307.86,2013-04-03
ACC01254,CUST0723,savings,AZN,4085.63,2023-06-27
ACC01255,CUST0723,checking,USD,1944.85,2025-11-26
ACC01256,CUST0724,checking,AZN,23021.76,2018-04-23
ACC01257,CUST0725,savings,AZN,48864.61,1986-06-01
ACC01258,CUST0725,savings,AZN,80276.06,1999-07-21
ACC01259,CUST0725,checking,AZN,1048.6,1994-01-30
ACC01260,CUST0726,savings,EUR,99127.85,1995-09-29
ACC01261,CUST0727,savings,AZN,45574.3,1992-10-31
ACC01262,CUST0727,savings,AZN,43980.71,2007-06-03
ACC01263,CUST0728,checking,USD,48473.9,2022-10-25
ACC01264,CUST0728,savings,AZN,99776.31,2022-02-13
ACC01265,CUST0728,checking,AZN,14804.59,2025-03-06
ACC01266,CUST0729,checking,AZN,25200.06,2014-06-03
ACC01267,CUST0730,checking,AZN,59194.24,2005-09-16
ACC01268,CUST0730,savings,EUR,66208.19,2025-05-20
ACC01269,CUST0731,checking,USD,51245.76,2017-11-09
ACC01270,CUST0732,checking,AZN,18542.71,2023-03-21
ACC01271,CUST0732,savings,USD,21616.87,2007-03-19
ACC01272,CUST0732,checking,AZN,29031.87,2023-08-06
ACC01273,CUST0733,checking,AZN,57944.09,2002-12-28
ACC01274,CUST0733,checking,USD,52634.9,2022-12-11
ACC01275,CUST0734,savings,AZN,60728.11,1995-04-16
ACC01276,CUST0734,savings,EUR,30887.21,2009-08-27
ACC01277,CUST0735,savings,AZN,30751.83,2009-04-07
ACC01278,CUST0736,savings,AZN,58616.13,1988-04-20
ACC01279,CUST0736,checking,AZN,74254.38,2013-05-26
ACC01280,CUST0737,savings,AZN,42604.22,2000-09-20
ACC01281,CUST0737,checking,AZN,48277.73,2016-06-21
ACC01282,CUST0738,savings,USD,77583.77,2015-02-08
ACC01283,CUST0738,savings,AZN,42907.65,2011-01-25
ACC01284,CUST0739,checking,AZN,56224.5,2025-01-16
ACC01285,CUST0740,savings,AZN,49850.33,2008-06-24
ACC01286,CUST0741,savings,AZN,13573.31,2024-06-02
ACC01287,CUST0742,savings,AZN,9603.42,2008-12-31
ACC01288,CUST0743,savings,AZN,78010.63,2019-02-12
ACC01289,CUST0743,savings,AZN,36254.23,2018-05-26
ACC01290,CUST0744,savings,AZN,51811.18,2024-04-05
ACC01291,CUST0745,checking,EUR,41897.25,1996-10-24
ACC01292,CUST0745,savings,AZN,20545.4,2015-11-29
ACC01293,CUST0745,savings,AZN,10129.35,2000-08-22
ACC01294,CUST0746,checking,AZN,52349.1,2022-11-23
ACC01295,CUST0746,checking,AZN,93987.89,2017-04-10
ACC01296,CUST0747,checking,AZN,49762.19,2025-03-01
ACC01297,CUST0748,checking,USD,18910.86,2016-12-29
ACC01298,CUST0748,checking,AZN,84390.99,2016-09-05
ACC01299,CUST0749,savings,EUR,25355.0,2014-10-29
ACC01300,CUST0749,checking,AZN,66435.64,2024-12-22
ACC01301,CUST0750,checking,AZN,14324.64,2007-12-07
ACC01302,CUST0751,savings,AZN,3256.31,2022-12-29
ACC01303,CUST0751,checking,AZN,69070.68,2021-10-15
ACC01304,CUST0752,savings,AZN,69943.07,2024-03-07
ACC01305,CUST0753,savings,AZN,54305.82,2024-07-27
ACC01306,CUST0753,savings,AZN,93347.42,2022-04-07
ACC01307,CUST0754,checking,AZN,16095.6,1999-12-06
ACC01308,CUST0755,checking,AZN,54601.62,2020-05-29
ACC01309,CUST0755,savings,AZN,39570.27,2020-04-15
ACC01310,CUST0756,checking,EUR,3522.69,1997-11-18
ACC01311,CUST0756,savings,USD,48300.92,2017-09-19
ACC01312,CUST0757,checking,AZN,1830.47,2014-08-17
ACC01313,CUST0757,savings,AZN,99853.33,2009-09-18
ACC01314,CUST0758,savings,AZN,83976.89,2006-09-17
ACC01315,CUST0759,savings,USD,61126.33,1994-01-19
ACC01316,CUST0759,checking,EUR,68812.48,1990-02-07
ACC01317,CUST0759,savings,AZN,45875.77,1999-05-30
ACC01318,CUST0760,checking,USD,6021.88,2010-06-25
ACC01319,CUST0761,savings,EUR,10630.54,2014-09-08
ACC01320,CUST0762,savings,AZN,46501.71,1989-05-19
ACC01321,CUST0762,savings,AZN,68193.51,1997-05-01
ACC01322,CUST0763,checking,USD,4413.13,2024-03-27
ACC01323,CUST0763,checking,AZN,34954.58,2016-01-26
ACC01324,CUST0764,savings,AZN,7429.4,2019-12-01
ACC01325,CUST0765,checking,AZN,73237.41,2017-05-23
ACC01326,CUST0766,checking,USD,60126.23,2024-10-31
ACC01327,CUST0767,checking,AZN,29924.53,2016-08-12
ACC01328,CUST0768,savings,USD,52498.1,2016-06-25
ACC01329,CUST0768,savings,AZN,29243.34,2014-09-16
ACC01330,CUST0769,savings,AZN,30792.38,2022-04-29
ACC01331,CUST0769,checking,AZN,5745.0,2025-10-11
ACC01332,CUST0770,savings,USD,62687.12,2020-06-17
ACC01333,CUST0770,savings,AZN,72558.28,2024-06-25
ACC01334,CUST0771,savings,AZN,76422.42,1997-09-25
ACC01335,CUST0771,savings,AZN,28508.35,1985-11-26
ACC01336,CUST0772,checking,USD,78768.0,1998-01-10
ACC01337,CUST0772,savings,AZN,94863.6,2000-04-22
ACC01338,CUST0773,checking,AZN,70559.97,2024-06-01
ACC01339,CUST0774,savings,AZN,10812.49,2001-04-11
ACC01340,CUST0774,savings,AZN,50263.26,2022-08-24
ACC01341,CUST0775,savings,AZN,13794.74,2019-08-22
ACC01342,CUST0775,savings,AZN,5973.8,2024-08-30
ACC01343,CUST0775,savings,AZN,24915.52,2021-09-15
ACC01344,CUST0776,savings,USD,74263.88,2020-10-14
ACC01345,CUST0776,savings,AZN,2274.8,2023-09-22
ACC01346,CUST0776,savings,AZN,87751.58,2005-06-03
ACC01347,CUST0777,savings,USD,98924.57,2020-03-23
ACC01348,CUST0777,savings,AZN,22896.97,2019-11-23
ACC01349,CUST0778,savings,AZN,98697.14,2021-12-19
ACC01350,CUST0778,savings,AZN,79669.28,2019-11-27
ACC01351,CUST0779,savings,USD,2950.55,2024-10-24
ACC01352,CUST0780,checking,AZN,20205.31,2022-07-14
ACC01353,CUST0780,savings,AZN,10868.83,2022-08-30
ACC01354,CUST0781,savings,AZN,81663.88,2020-01-26
ACC01355,CUST0782,checking,AZN,76648.18,2017-12-18
ACC01356,CUST0782,savings,AZN,18129.64,2005-11-21
ACC01357,CUST0782,savings,AZN,23365.71,2000-12-12
ACC01358,CUST0783,savings,AZN,18112.8,1997-06-06
ACC01359,CUST0783,savings,AZN,12023.98,1988-05-02
ACC01360,CUST0784,savings,USD,27559.79,2022-03-31
ACC01361,CUST0784,savings,USD,75075.71,1991-08-05
ACC01362,CUST0784,checking,AZN,42922.48,1991-07-27
ACC01363,CUST0785,checking,AZN,6855.23,2024-08-27
ACC01364,CUST0786,checking,AZN,82710.17,2002-09-24
ACC01365,CUST0786,savings,AZN,57125.82,2006-08-30
ACC01366,CUST0787,savings,AZN,12306.65,2018-04-01
ACC01367,CUST0787,checking,AZN,77220.53,2015-01-03
ACC01368,CUST0788,checking,USD,42609.06,2008-10-28
ACC01369,CUST0788,savings,AZN,74470.33,2012-06-08
ACC01370,CUST0789,checking,USD,31176.92,2022-05-23
ACC01371,CUST0790,savings,AZN,4409.94,2020-12-08
ACC01372,CUST0790,savings,USD,18341.53,2017-06-12
ACC01373,CUST0791,savings,AZN,44928.46,2009-04-03
ACC01374,CUST0791,checking,AZN,92789.63,2008-08-05
ACC01375,CUST0792,checking,AZN,3869.58,2021-02-07
ACC01376,CUST0793,savings,AZN,64602.73,2015-07-23
ACC01377,CUST0794,checking,USD,98689.45,1993-08-03
ACC01378,CUST0794,savings,AZN,30461.53,2022-07-13
ACC01379,CUST0794,savings,AZN,41087.42,1996-03-04
ACC01380,CUST0795,checking,USD,13527.92,1988-01-24
ACC01381,CUST0795,savings,AZN,94698.2,1979-06-18
ACC01382,CUST0796,savings,AZN,58992.53,2015-11-08
ACC01383,CUST0796,savings,AZN,81492.64,2021-11-20
ACC01384,CUST0797,checking,USD,26812.76,2017-05-11
ACC01385,CUST0797,savings,AZN,82947.56,2022-09-20
ACC01386,CUST0797,savings,AZN,79611.57,2024-03-24
ACC01387,CUST0798,checking,AZN,27916.5,2018-09-28
ACC01388,CUST0798,checking,USD,35076.63,2003-06-16
ACC01389,CUST0799,savings,AZN,93168.48,2008-03-16
ACC01390,CUST0799,checking,AZN,59628.89,2025-11-12
ACC01391,CUST0799,checking,AZN,74303.13,2023-03-19
ACC01392,CUST0800,savings,USD,4151.38,2023-07-05
ACC01393,CUST0800,savings,EUR,43777.5,2016-12-13
ACC01394,CUST0801,savings,AZN,79458.34,2017-11-17
ACC01395,CUST0801,checking,AZN,29354.34,2003-12-27
ACC01396,CUST0801,checking,AZN,32164.53,1991-10-22
ACC01397,CUST0802,savings,AZN,48992.09,2019-07-26
ACC01398,CUST0802,savings,AZN,31655.58,2025-08-16
ACC01399,CUST0803,checking,AZN,23395.19,2020-12-10
ACC01400,CUST0804,checking,AZN,65475.84,2024-03-14
ACC01401,CUST0805,savings,AZN,69096.39,2021-02-08
ACC01402,CUST0805,savings,AZN,20293.98,2020-06-09
ACC01403,CUST0806,checking,AZN,82905.65,2017-10-12
ACC01404,CUST0806,checking,AZN,86478.34,2019-02-23
ACC01405,CUST0807,savings,AZN,67046.18,2008-02-25
ACC01406,CUST0808,checking,AZN,83094.92,2007-04-05
ACC01407,CUST0808,savings,AZN,85357.44,1999-11-25
ACC01408,CUST0809,savings,AZN,44198.33,2003-04-23
ACC01409,CUST0810,checking,AZN,31456.12,2008-07-18
ACC01410,CUST0811,checking,USD,44103.23,1996-06-26
ACC01411,CUST0811,checking,AZN,83520.45,1987-02-05
ACC01412,CUST0812,savings,AZN,29034.16,2019-10-06
ACC01413,CUST0812,checking,AZN,39956.97,2024-04-26
ACC01414,CUST0812,savings,AZN,77122.91,2024-01-12
ACC01415,CUST0813,savings,USD,55689.47,2009-04-19
ACC01416,CUST0814,checking,AZN,68504.56,2002-06-23
ACC01417,CUST0814,savings,AZN,67404.09,2015-05-25
ACC01418,CUST0815,savings,AZN,49629.71,2006-07-20
ACC01419,CUST0816,checking,AZN,56525.03,2019-11-18
ACC01420,CUST0817,savings,AZN,75502.85,2022-12-31
ACC01421,CUST0817,checking,AZN,5296.28,2023-11-07
ACC01422,CUST0818,checking,EUR,73558.41,2025-02-22
ACC01423,CUST0819,checking,USD,45201.56,2017-05-09
ACC01424,CUST0819,savings,AZN,30778.62,2006-08-13
ACC01425,CUST0820,savings,AZN,22917.91,2025-05-06
ACC01426,CUST0820,savings,EUR,14073.12,2022-01-23
ACC01427,CUST0821,savings,AZN,27465.24,2020-06-10
ACC01428,CUST0822,checking,AZN,30366.19,2021-05-22
ACC01429,CUST0822,checking,AZN,8144.31,2012-06-17
ACC01430,CUST0823,checking,AZN,42969.96,2020-07-30
ACC01431,CUST0824,savings,AZN,86797.31,2022-02-21
ACC01432,CUST0824,checking,USD,34310.73,2011-12-18
ACC01433,CUST0825,checking,USD,45112.79,2015-07-06
ACC01434,CUST0825,checking,USD,70844.93,2024-11-18
ACC01435,CUST0825,savings,EUR,90233.36,2016-05-05
ACC01436,CUST0826,checking,AZN,52964.89,2025-11-02
ACC01437,CUST0826,savings,AZN,94444.77,2022-06-17
ACC01438,CUST0827,checking,AZN,79140.07,2004-11-17
ACC01439,CUST0828,savings,AZN,28733.43,2020-07-15
ACC01440,CUST0828,savings,AZN,17945.43,2015-02-02
ACC01441,CUST0829,savings,AZN,24072.22,2015-09-15
ACC01442,CUST0829,savings,AZN,65214.69,2017-07-02
ACC01443,CUST0830,checking,AZN,79767.61,2012-07-11
ACC01444,CUST0830,checking,AZN,38766.29,2006-07-09
ACC01445,CUST0831,savings,AZN,97632.46,2025-04-27
ACC01446,CUST0832,savings,AZN,79050.89,1982-12-16
ACC01447,CUST0833,savings,AZN,17132.83,2022-11-18
ACC01448,CUST0833,savings,USD,32602.05,2012-02-08
ACC01449,CUST0834,savings,USD,78198.35,2019-07-08
ACC01450,CUST0835,savings,AZN,14670.56,2014-09-17
ACC01451,CUST0835,checking,AZN,94334.03,2021-11-30
ACC01452,CUST0836,checking,AZN,62410.66,2022-11-26
ACC01453,CUST0837,savings,AZN,34672.48,2016-05-11
ACC01454,CUST0838,savings,AZN,10868.48,2016-01-12
ACC01455,CUST0839,checking,USD,57730.44,2010-11-28
ACC01456,CUST0839,savings,AZN,5021.22,2015-05-22
ACC01457,CUST0840,savings,AZN,97019.17,2005-12-02
ACC01458,CUST0840,savings,AZN,53456.62,2023-10-28
ACC01459,CUST0841,checking,AZN,25449.62,1979-04-12
ACC01460,CUST0841,checking,AZN,57703.94,1994-03-16
ACC01461,CUST0842,savings,USD,71365.48,2008-09-26
ACC01462,CUST0842,checking,AZN,80531.85,2004-11-25
ACC01463,CUST0843,checking,AZN,41976.4,1991-05-28
ACC01464,CUST0844,savings,USD,58935.74,2014-01-19
ACC01465,CUST0844,checking,AZN,70347.4,2022-05-03
ACC01466,CUST0845,savings,AZN,29270.0,2004-11-03
ACC01467,CUST0845,checking,AZN,46037.18,1997-05-10
ACC01468,CUST0846,checking,AZN,94072.57,1991-07-24
ACC01469,CUST0846,checking,USD,14776.33,2001-01-07
ACC01470,CUST0847,checking,AZN,24687.96,2023-12-29
ACC01471,CUST0848,checking,AZN,68677.91,2011-06-22
ACC01472,CUST0849,checking,EUR,77739.26,2018-06-17
ACC01473,CUST0850,checking,EUR,80658.81,2010-10-03
ACC01474,CUST0851,savings,USD,82413.83,2006-08-19
ACC01475,CUST0851,checking,EUR,93321.31,2010-11-19
ACC01476,CUST0852,savings,AZN,64850.59,2013-08-16
ACC01477,CUST0852,checking,EUR,86999.72,1988-03-27
ACC01478,CUST0853,savings,EUR,80081.99,2011-02-18
ACC01479,CUST0854,checking,AZN,83285.65,2022-01-24
ACC01480,CUST0854,savings,AZN,76555.17,2000-05-02
ACC01481,CUST0855,checking,EUR,42376.01,2022-10-09
ACC01482,CUST0855,savings,AZN,10236.85,2025-02-09
ACC01483,CUST0856,savings,AZN,66198.59,2014-12-08
ACC01484,CUST0857,savings,EUR,86743.2,2023-10-17
ACC01485,CUST0857,savings,USD,64858.93,2023-07-27
ACC01486,CUST0858,checking,AZN,30276.84,1982-08-27
ACC01487,CUST0859,checking,AZN,83942.08,2001-07-01
ACC01488,CUST0860,savings,AZN,52781.59,2020-05-01
ACC01489,CUST0861,checking,AZN,59471.58,2013-08-09
ACC01490,CUST0862,savings,AZN,91282.42,2014-02-24
ACC01491,CUST0862,savings,AZN,48770.69,2003-09-06
ACC01492,CUST0863,savings,AZN,50084.7,2025-06-13
ACC01493,CUST0863,checking,AZN,90713.4,2022-11-02
ACC01494,CUST0864,checking,AZN,90277.22,1986-10-05
ACC01495,CUST0864,savings,AZN,10812.53,1982-05-26
ACC01496,CUST0865,savings,EUR,73713.27,2021-08-18
ACC01497,CUST0866,savings,AZN,98465.38,2011-04-30
ACC01498,CUST0866,savings,USD,17896.21,2018-02-10
ACC01499,CUST0867,savings,AZN,93006.04,2003-07-17
ACC01500,CUST0867,checking,AZN,69649.39,2020-11-23
ACC01501,CUST0867,savings,AZN,94406.08,2019-11-09
ACC01502,CUST0868,checking,AZN,74194.73,2025-03-17
ACC01503,CUST0869,checking,AZN,94019.27,2025-08-15
ACC01504,CUST0869,savings,AZN,18809.66,2025-03-17
ACC01505,CUST0870,checking,USD,27026.87,2001-12-27
ACC01506,CUST0870,savings,AZN,92964.75,2023-08-14
ACC01507,CUST0871,checking,AZN,40301.2,2009-04-06
ACC01508,CUST0872,savings,USD,74623.16,2021-12-09
ACC01509,CUST0873,checking,AZN,57517.03,2019-02-22
ACC01510,CUST0873,checking,AZN,65379.44,2016-11-27
ACC01511,CUST0873,savings,USD,46883.49,2019-09-08
ACC01512,CUST0874,savings,AZN,61221.41,2003-07-27
ACC01513,CUST0874,savings,AZN,89329.83,1994-06-30
ACC01514,CUST0875,checking,AZN,12012.82,2023-08-21
ACC01515,CUST0875,savings,AZN,46241.08,2023-01-29
ACC01516,CUST0876,checking,EUR,1127.81,1984-02-29
ACC01517,CUST0877,savings,AZN,20549.94,1980-04-20
ACC01518,CUST0878,savings,AZN,62238.82,2006-06-23
ACC01519,CUST0879,savings,AZN,91741.45,2021-07-13
ACC01520,CUST0880,checking,AZN,7582.88,2010-01-07
ACC01521,CUST0880,savings,AZN,83178.87,2009-10-04
ACC01522,CUST0880,checking,AZN,23896.03,2002-07-30
ACC01523,CUST0881,checking,EUR,31214.89,2016-04-24
ACC01524,CUST0882,savings,AZN,23743.32,2021-12-28
ACC01525,CUST0883,savings,AZN,66458.89,2006-11-26
ACC01526,CUST0883,savings,AZN,69981.21,2022-06-04
ACC01527,CUST0884,savings,AZN,39793.38,2017-12-28
ACC01528,CUST0885,savings,AZN,34598.32,2019-02-07
ACC01529,CUST0885,checking,AZN,49513.48,2021-05-11
ACC01530,CUST0886,checking,USD,74341.74,2024-09-02
ACC01531,CUST0886,savings,AZN,50481.58,2018-01-07
ACC01532,CUST0887,savings,USD,84041.7,2018-12-12
ACC01533,CUST0888,savings,AZN,41366.26,2019-09-02
ACC01534,CUST0888,checking,AZN,30990.8,2018-01-26
ACC01535,CUST0889,checking,AZN,19910.7,2024-12-03
ACC01536,CUST0889,checking,AZN,68014.52,2023-04-15
ACC01537,CUST0890,checking,EUR,76290.57,2024-08-27
ACC01538,CUST0890,savings,USD,97933.02,2021-08-31
ACC01539,CUST0891,checking,AZN,78111.49,2007-10-27
ACC01540,CUST0891,savings,AZN,12977.27,2019-06-10
ACC01541,CUST0892,checking,AZN,86481.04,2017-08-09
ACC01542,CUST0893,checking,AZN,33400.96,2007-10-14
ACC01543,CUST0893,checking,USD,68258.47,2011-12-19
ACC01544,CUST0894,checking,AZN,73378.44,2019-08-15
ACC01545,CUST0895,checking,USD,9004.37,2017-02-06
ACC01546,CUST0896,savings,AZN,53583.15,2006-07-31
ACC01547,CUST0896,savings,AZN,69399.97,2002-08-02
ACC01548,CUST0897,checking,AZN,49602.05,2000-12-24
ACC01549,CUST0897,checking,AZN,54148.54,1997-10-05
ACC01550,CUST0897,savings,AZN,4566.35,2005-05-21
ACC01551,CUST0898,checking,AZN,49293.87,2009-09-08
ACC01552,CUST0899,checking,AZN,18043.82,2021-09-25
ACC01553,CUST0899,savings,AZN,34867.4,2003-12-29
ACC01554,CUST0900,checking,USD,65034.31,1990-08-20
ACC01555,CUST0901,savings,EUR,93011.07,2016-06-25
ACC01556,CUST0901,checking,AZN,6950.84,2020-06-17
ACC01557,CUST0902,checking,EUR,36872.39,2018-04-17
ACC01558,CUST0902,savings,USD,11474.3,1996-12-02
ACC01559,CUST0903,savings,AZN,91430.72,1987-08-19
ACC01560,CUST0903,savings,AZN,7919.67,2020-07-06
ACC01561,CUST0904,savings,AZN,89801.34,2022-12-03
ACC01562,CUST0904,checking,AZN,65138.14,2025-01-20
ACC01563,CUST0905,checking,AZN,37310.94,2024-09-05
ACC01564,CUST0906,savings,AZN,57262.1,1999-09-03
ACC01565,CUST0906,savings,AZN,48090.45,2015-08-04
ACC01566,CUST0907,savings,AZN,77924.87,2006-08-13
ACC01567,CUST0908,checking,AZN,28283.07,2019-09-18
ACC01568,CUST0909,checking,AZN,8870.48,2023-05-29
ACC01569,CUST0910,checking,USD,34460.51,1995-04-03
ACC01570,CUST0910,savings,AZN,95234.15,2021-06-21
ACC01571,CUST0910,checking,EUR,85544.03,1992-12-09
ACC01572,CUST0911,savings,AZN,76998.68,2024-04-19
ACC01573,CUST0911,savings,AZN,14566.8,2017-09-20
ACC01574,CUST0912,savings,USD,97836.01,2015-10-06
ACC01575,CUST0912,savings,AZN,12153.65,2025-12-28
ACC01576,CUST0913,savings,EUR,79972.75,2008-07-02
ACC01577,CUST0913,checking,AZN,31232.35,2006-11-29
ACC01578,CUST0914,checking,AZN,27039.56,2022-01-08
ACC01579,CUST0915,checking,USD,27437.56,2020-10-20
ACC01580,CUST0915,savings,USD,52268.82,2021-10-11
ACC01581,CUST0916,savings,AZN,1708.42,2010-08-17
ACC01582,CUST0916,savings,AZN,76765.0,2012-03-26
ACC01583,CUST0917,checking,AZN,74497.21,2019-01-09
ACC01584,CUST0917,savings,AZN,55699.44,2023-03-17
ACC01585,CUST0918,checking,AZN,92027.75,2005-06-15
ACC01586,CUST0919,checking,USD,73548.32,2025-04-26
ACC01587,CUST0919,savings,AZN,54719.63,2025-08-26
ACC01588,CUST0919,checking,AZN,19137.01,2025-12-03
ACC01589,CUST0920,savings,USD,73939.44,1996-09-30
ACC01590,CUST0921,savings,AZN,87424.68,2022-09-04
ACC01591,CUST0922,checking,AZN,1189.64,1994-03-20
ACC01592,CUST0922,savings,AZN,95133.48,2004-03-02
ACC01593,CUST0923,checking,AZN,68529.97,2016-05-24
ACC01594,CUST0923,checking,USD,24370.36,2024-03-28
ACC01595,CUST0924,checking,USD,86353.6,2018-07-23
ACC01596,CUST0924,savings,AZN,29323.19,2022-06-04
ACC01597,CUST0925,savings,AZN,78254.33,2012-09-05
ACC01598,CUST0925,checking,AZN,30920.79,2023-06-09
ACC01599,CUST0926,checking,AZN,88432.55,2017-10-20
ACC01600,CUST0926,checking,EUR,78029.11,2020-11-04
ACC01601,CUST0927,savings,AZN,74612.82,2019-06-19
ACC01602,CUST0927,checking,USD,89168.47,2014-08-03
ACC01603,CUST0928,checking,AZN,87147.04,2015-12-19
ACC01604,CUST0929,checking,USD,92342.64,1988-10-23
ACC01605,CUST0929,checking,AZN,31220.48,1989-07-29
ACC01606,CUST0929,checking,AZN,63978.83,2021-03-15
ACC01607,CUST0930,savings,AZN,73814.7,2006-03-03
ACC01608,CUST0930,savings,AZN,76863.47,2016-04-04
ACC01609,CUST0931,savings,USD,35374.85,2013-11-23
ACC01610,CUST0931,checking,AZN,5302.69,2011-09-15
ACC01611,CUST0932,checking,AZN,3218.57,2004-09-27
ACC01612,CUST0932,checking,USD,26560.66,2007-02-20
ACC01613,CUST0933,savings,AZN,41561.15,2014-03-26
ACC01614,CUST0934,checking,EUR,90229.51,2003-06-02
ACC01615,CUST0935,savings,EUR,50385.54,2021-05-13
ACC01616,CUST0936,savings,USD,10614.67,2016-12-03
ACC01617,CUST0936,savings,AZN,47696.25,2020-08-16
ACC01618,CUST0937,savings,AZN,52571.65,2009-11-17
ACC01619,CUST0938,savings,USD,11950.55,2023-04-10
ACC01620,CUST0938,savings,AZN,1555.54,2021-08-02
ACC01621,CUST0939,savings,AZN,22536.82,2024-01-22
ACC01622,CUST0940,savings,AZN,32510.8,2013-12-19
ACC01623,CUST0940,savings,USD,15885.03,2018-05-25
ACC01624,CUST0941,savings,AZN,11727.31,2015-04-09
ACC01625,CUST0941,checking,AZN,22710.29,2004-12-27
ACC01626,CUST0942,checking,AZN,18453.2,2019-04-12
ACC01627,CUST0942,checking,AZN,91801.71,1993-01-06
ACC01628,CUST0943,savings,AZN,15501.15,2012-05-26
ACC01629,CUST0943,checking,USD,96608.78,2013-07-09
ACC01630,CUST0943,savings,AZN,22253.07,1995-12-15
ACC01631,CUST0944,checking,USD,14296.35,1996-12-16
ACC01632,CUST0944,savings,AZN,45310.57,2005-10-12
ACC01633,CUST0944,checking,USD,1546.23,2023-02-23
ACC01634,CUST0945,checking,EUR,81737.77,2024-03-20
ACC01635,CUST0945,checking,AZN,47875.5,2022-10-19
ACC01636,CUST0946,checking,AZN,29370.85,2023-06-19
ACC01637,CUST0946,savings,AZN,72193.78,2018-05-23
ACC01638,CUST0947,checking,AZN,5071.17,2025-10-22
ACC01639,CUST0947,checking,AZN,20470.34,2017-06-04
ACC01640,CUST0948,checking,AZN,97609.54,2004-11-10
ACC01641,CUST0949,savings,AZN,55498.59,2017-08-17
ACC01642,CUST0950,checking,AZN,62441.12,2004-10-05
ACC01643,CUST0950,savings,AZN,69802.52,2007-04-02
ACC01644,CUST0951,savings,AZN,52206.97,2014-03-17
ACC01645,CUST0951,savings,USD,77105.97,2002-12-07
ACC01646,CUST0952,savings,USD,35186.09,2020-02-06
ACC01647,CUST0952,checking,AZN,52857.57,2009-09-19
ACC01648,CUST0953,checking,USD,38115.43,2001-12-10
ACC01649,CUST0953,checking,USD,85129.22,1994-11-25
ACC01650,CUST0954,savings,AZN,56190.14,2021-03-23
ACC01651,CUST0954,savings,AZN,67947.02,2016-03-21
ACC01652,CUST0955,checking,AZN,75894.8,2024-03-06
ACC01653,CUST0955,savings,AZN,97666.79,2025-07-11
ACC01654,CUST0956,checking,USD,37498.17,2025-08-10
ACC01655,CUST0957,checking,AZN,43948.99,2023-03-23
ACC01656,CUST0958,checking,AZN,44631.0,1986-08-02
ACC01657,CUST0959,checking,AZN,81370.53,2021-03-23
ACC01658,CUST0959,savings,AZN,14392.81,2016-08-24
ACC01659,CUST0960,checking,AZN,41388.1,2017-05-21
ACC01660,CUST0960,savings,USD,76548.2,2020-03-16
ACC01661,CUST0961,savings,AZN,53433.14,2014-02-14
ACC01662,CUST0962,checking,USD,36839.4,2021-01-31
ACC01663,CUST0962,checking,AZN,25746.32,2024-09-13
ACC01664,CUST0963,checking,AZN,13982.19,2018-09-16
ACC01665,CUST0964,checking,AZN,59906.19,2004-12-24
ACC01666,CUST0965,savings,EUR,32102.91,2018-02-27
ACC01667,CUST0965,checking,EUR,79087.33,2002-12-04
ACC01668,CUST0965,savings,AZN,81792.3,2021-01-15
ACC01669,CUST0966,checking,USD,97246.9,1987-07-11
ACC01670,CUST0966,savings,AZN,63235.38,1989-07-02
ACC01671,CUST0967,savings,AZN,59183.32,2011-01-18
ACC01672,CUST0967,savings,AZN,71335.63,2019-03-23
ACC01673,CUST0968,checking,AZN,92234.64,2020-12-22
ACC01674,CUST0969,checking,USD,68157.26,2021-09-26
ACC01675,CUST0969,savings,EUR,35388.58,2022-08-05
ACC01676,CUST0970,checking,AZN,94757.18,2017-05-15
ACC01677,CUST0971,checking,AZN,90868.92,2000-12-10
ACC01678,CUST0972,savings,AZN,22800.86,2009-11-10
ACC01679,CUST0972,savings,AZN,99872.4,1998-08-06
ACC01680,CUST0973,savings,USD,95230.94,2018-08-23
ACC01681,CUST0973,savings,AZN,66133.4,2020-09-20
ACC01682,CUST0973,savings,USD,31662.81,2017-10-21
ACC01683,CUST0974,checking,AZN,73716.05,2012-10-19
ACC01684,CUST0974,savings,AZN,97016.71,2019-07-13
ACC01685,CUST0974,checking,AZN,74586.55,2005-12-02
ACC01686,CUST0975,checking,USD,72986.3,2025-06-11
ACC01687,CUST0976,checking,AZN,63084.33,2002-03-18
ACC01688,CUST0976,savings,USD,71060.69,2006-05-25
ACC01689,CUST0977,checking,AZN,51146.17,2015-07-31
ACC01690,CUST0977,savings,AZN,60538.94,2002-01-02
